"","link","pdate","art"
"27","https://timesofindia.indiatimes.com/city/mumbai/hiv-man-cleared-of-killing-son-he-thought-was-infected-too/articleshow/65446699.cms",2018-08-18,"A 51-year-old HIV-positive man was recently acquitted of murdering his minor son in 2016 after his wife, the complainant in the case, turned hostile. Police alleged that the accused killed the child after suspecting that he too was HIV positive like his wife, daughter and himself. The woman denied telling the cops earlier that her husband had called her up after disappearing with their son and said that he had killed him. The child was found drowned in a nullah along the railway tracks. Observing that the homicidal death of the child was not proved, the sessions court also did not find the alleged motive convincing. ""It is not believable that when his wife and daughter are suffering from HIV and they were taking treatment at a civil hospital in Jalna, then merely on suspicion that the deceased might be suffering from HIV, he would take such a drastic step of taking the life of his son,"" the court said. The accused and his wife had six children. The accused had been in jail from July 11, 2016. The prosecution stated that on July 5, 2016, the son was crying so the accused took him out. The prosecution said after there no trace of the father and the son, the woman appproached the police at 4am the next day, and later the accused called her on her phone and said he had killed their son. Pointing to her statement during the trial, the court said her evidence showed that her son was missing, so her husband went to search him."
"28","https://timesofindia.indiatimes.com/city/kolkata/hiv-woman-denied-surgery-at-hospital-son/articleshow/66326121.cms",2018-10-23,"The son of an HIV-positive patient has alleged denial of medical care by state-run NRS Medical College and Hospital (NRSMCH). The 63-yearold woman was admitted to the hospital with a fractured femur, for which she needs to undergo surgery. While the son claimed doctors had suspended treatment after learning that she was HIV positive, hospital authorities denied the charge and said the treatment had got prolonged due to other health issues of the woman. The patient, a Beliaghata resident, was admitted to Unit-V of the orthopaedic surgery department on October 5 after she fell down at her home. “All investigations prior to the surgery were done. But the doctors stopped her treatment after they came to know about her HIV status. They do not want to take up the surgery,” alleged one of her sons. The hospital refuted the allegations and said the patient was being tended to with conservative treatment. According to the doctors, the patient needs hip replacement surgery that must be done under anesthesia. But the patient has other health issues, including chest ailment and psychiatric problems. “We have to wait for anaesthesia clearance due to these conditions,” a doctor said. “The allegations are baseless. We conduct surgeries on HIV-positive patients on regular basis. So why we would we deny medical care to this particular patient. The reasons for the delay in the surgery are technical and has nothing to do with her being HIV positive,” said Dr Dwipayan Biswas, deputy medical superintendent at NRSMCH. The patient’s family had lodged a formal complaint on October 12 with the hospital authority. The hospital administration claimed that the family was explained about the delay in taking up the surgery. “My mother is lying on a hospital bed without any treatment. Doctors have told us to take her back home after they came to know that she is HIV status positive,” alleged her elder son."
"29","https://timesofindia.indiatimes.com/city/chandigarh/6-jind-jail-inmates-found-hivve/articleshow/65140934.cms",2018-07-26,"By Vijender Kumar JIND: A health check-up conducted in the jail here has found six inmates to be HIV positive. Jind civil surgeon Dr Sanjay Dahiya said a district health department team had examined 435 inmates at a camp held in the jail from July 19 and 24. He said 16 inmates were found positive for hepatitis C virus and six were suffering from venereal disease related to sexual infections. The health department conducted the camp in association with the Jind jail administration under the supervision of CMO and two other doctors, including a lady doctor. Dr Dahiya said out of the six HIV positive cases, one was an old patient already undergoing treatment while the other five had been lodged in the jail recently. The CMO also about 40 to 50 women inmates were also screened during the camp and found to be free from any ailments. He said 300 inmates were yet to be examined by the health department. He said the HIV positive inmates would have to get their treatment card made from PGIMS, Rohtak, while the district health department would start their treatment in the jail. “Earlier, the HIV positive patients had to go to the antiretroviral (ART) centre in the PGIMS for treatment but now the district health team started providing the facility to them in Jind. Our unit is now linked with the ART centre of the PGIMS,” Dr Dahiya said. He said the department was concerned about the health of jail inmates and would continue conducting such checkups in future. Dr Dahiya said he was not sure about how the inmates contracted the HIV-positive illness. Jind jail superintendent Harinder Singh said they used to organize such health check-up camps earlier as well. “Those who were found to be HIV positive were lodged in the jail only recently. We will look after these inmates,” he stated."
"30","https://timesofindia.indiatimes.com/india/india-sees-major-reductions-in-hiv-infections-un-report/articleshow/65064434.cms",2018-07-20,"UNITED India saw a major reduction in the number of new HIV infections, AIDS-related deaths and people living with HIV from 2010 to 2017 on the back of sustained and focussed efforts, according to a UN report which warned that the epidemic was growing in Pakistan. The Joint UN Agency on AIDS (UNAIDS) report titled 'Miles to go -- closing gaps, breaking barriers, righting injustices' said Asia and the Pacific regions have made strong inroads with its HIV response. Sustained and focused efforts to reach key populations have led to major reductions in HIV infections in Cambodia, India, Myanmar, Thailand and Vietnam between 2010 and 2017. The report, however, warned that the global new HIV infections were not declining fast enough. It also noted that the epidemics were expanding in Pakistan and the Philippines. In India, new HIV infections dropped from 120,000 in 2010 to 88,000 in 2017, AIDS-related deaths from 160,000 to 69,000 and people living with HIV from 2,300,000 to 2,100,000 in the same time period, the report said. India has an approved social protection strategy, policy or framework that is being implemented, it said. Successive surveys in Cambodia, India, Thailand and Vietnam also indicate that attitudes towards people living with HIV have improved creating safer working conditions for sex workers and engaging them closely in the design and implementation of programmes make a huge difference, it said. The report underscored the public health benefits of decriminalising sex work. It found that countries that had decriminalised at least some aspects of sex work have fewer sex workers living with HIV than countries that criminalise all aspects of sex work. Modelling based on data from Canada, India and Kenya indicates that the decriminalisation of sex work could avert 33-46 per cent of HIV infections over the course of a decade. The report cited the example of Karnataka, where advocacy work with senior police officials, sensitisation workshops and the inclusion of HIV and human rights topics in pre-service curricula led to significant decreases in the arrest of female sex workers, especially during police raids. Before the interventions, half (50 per cent) of the 4,110 surveyed female sex workers said they had been arrested or detained at some point during police raids, that proportion shrank to 20 per cent after the interventions, the report said. Referring to the initiative sponsored by the Bill & Melinda Gates Foundation to reduce the spread of HIV in India, the report said the Avahan programme in Karnataka and other States remained a ""sterling example"" of the impact of combining condom programming with community empowerment and structural improvements that tackle stigma, violence and unsafe working environments. UNAIDS, however, issued a stark wake-up call for nations, warning that the global response to HIV is at a precarious point. At the halfway point to the 2020 targets, the report warned that the pace of progress was not matching global ambition. ""We are sounding the alarm"", said Michel Sidibe, Executive Director of UNAIDS. ""Entire regions are falling behind, the huge gains we made for children are not being sustained, women are still most affected, resources are still not matching political commitments and key populations continue to be ignored. All these elements are halting progress and urgently need to be addressed head-on,"" Sidibe said. Global new HIV infections have declined by just 18 per cent in the past seven years, from 2.2 million in 2010 to 1.8 million in 2017, the report noted. Although this is nearly half the number of new infections compared to the peak in 1996 (3.4 million), the decline is not quick enough to reach the target of fewer than 500,000 by 2020. In 2017, an estimated 36.9 million people globally were living with HIV and 21.7 million people were accessing treatment, it said. The report also shows that key populations are not being considered enough in HIV programming. Key populations and their sexual partners account for 47 per cent of the new HIV infections worldwide and 97 per cent of new HIV infections in eastern Europe and central Asia, where one third of new HIV infections are among people who inject drugs. ""The right to health for all is non-negotiable,"" said Sidibe. ""Sex workers, gay men and other men who have sex with men, prisoners, migrants, refugees and transgender people are more affected by HIV but are still being left out from HIV programmes. More investments are needed in reaching these key populations,"" Sidibe added."
"31","https://timesofindia.indiatimes.com/city/chandigarh/chandigarh-aids-control-society-ties-up-with-department-of-forest-and-wild-life-to-create-awareness/articleshow/66039220.cms",2018-10-02,"Chandigarh State AIDS Control Society collaborated with Department of Forest and Wild life, UT, Chandigarh for creating HIV/AIDS Awareness. Awareness activities were taken up to educate the participants of Nature and Wild Life trekking about HIV/AIDS modes of transmission and prevention. The trekking was flagged off on Tuesday by Ajoy Kumar Sinha, IAS. Finance Secretary, Chandigarh Administration along with T.C. Nautiyal IFS, Conservator Forest U.T. Chandigarh Administration, Dr. Abdul Qayum IFS, Deputy Conservator of Forest U.T. Chandigarh Administration & Debendra Dalai, Chief Conservator of Forest, UT, Chandigarh. More than 1500 people participated in this awareness walk. On this 11 km trekking route, educational messages conveying important information on HIV/STI were put up. The Nature & wild life was not disturbed in any way. Participants were sensitized about the facilities available in the field of HIV/AIDS in the city. Toll free HIV/AIDS helpline number was publicized. A Street Play was performed making the participants aware about HIV/AIDS and motivating them for Voluntary Blood Donation. A Quiz was also organized where participants were asked questions about HIV/AIDS, Voluntary Blood Donation, Drug Abuse and Facilities being provided by Government and correct answers were awarded prizes. Quiz also included questions on Wild Life. Dr. Vanita Gupta, Project Director, Chandigarh State AIDS Control Society addressed the audience and motivated them to have correct and complete knowledge of HIV/AIDS, modes of transmission and prevention. She also gave prizes to the winners of the quiz."
"32","https://timesofindia.indiatimes.com/city/chandigarh/pvt-drug-de-addiction-centres-to-have-hiv-testing/articleshow/65834883.cms",2018-09-17,"In an effort aimed at timely detection of HIV-infected drug addicts through proper screening and testing, the Punjab government has decided to open integrated counselling and testing centres at private drug de-addiction centres. The government plans to set up these under public-private partnership (PPP) mode. As per the data of National Health Profile-2018, which was released recently, there are 26,841 people living with HIV/AIDS (PLHIV). The state has 12 antiretroviral therapy centres where HIV infected people are given treatment. There are around 84 de-addiction centres located in different parts of the states, of which 53 are licensed private centres. While most of the government drug de-addiction centres already have integrated counselling and testing centres, the private centres are functioning without this facility. Dr Manpreet Chhatwal, additional project director of Punjab State Aids Control Society, shared that the integrated counselling and testing centres will be opened in private drug de-addiction centres under PPP mode as defined by the National Aids Control Organisation for screening of HIV patients as well as for hepatitis-C. As per the guidelines framed by the health department, proper screening will be done by the staff posted in these centres for HIV and hepatitis-C by using testing kits, which will be provided by National Aids Control Organisation and National Health Mission. The government will sign an MoU with the private de-addiction centres for which the process will be started by the Punjab State AIDS Control Society. Any person found HIV-positive will be referred to the nearest antiretroviral therapy centres for further treatment and the list will be shared with the nearest government centres by private de-addiction centres every month. Anyone suffering from hepatitis-C will be referred to district civil hospital and government medical colleges for further treatment. In cases where integrated counselling and testing centres are not available in public health institutes, the existing staff, including laboratory technician\staff nurse will be imparted training by the Punjab State Aids Control Society and civil surgeons office for the screening of patients and necessary kits will also made available. Punjab health minister Brahm Mohindra said that timely detection would help in providing the required care and treatment to people infected with HIV and hepatitis-C. “We want to ensure that the facility of counselling and testing centres are available at all drug de-addiction centres,” said Mohindra."
"33","https://timesofindia.indiatimes.com/city/delhi/at-city-mall-transgenders-say-with-pride-theyre-born-this-way/articleshow/65775205.cms",2018-09-11,"NEW Days after Section 377 of the Indian Penal Code, which condemned LGBTQ citizens to humiliation and denial, was read down by the Supreme Court, the transgender community came together in strength and solidarity on Tuesday at Delhi’s Select Citywalk for the annual Hijra Habba. Organised by the HIV/AIDS Alliance India, the event, whose theme this year was ‘Born This Way’, brings together transgender advocates, international agencies and health organisations to present their perspectives, with song and dance and much good cheer. “We are the only sexual minority that is visible to the naked eye,” said Laxmi Narayan Tripathi, a prominent activist and head of the first transgender religious akhara. While hijras and transgender groups once had important roles in Indian society, they are yet to fully realise their freedoms. They are cast out of familial structures and political decision-making, leaving Tamanna Keni, 26, an activist from Thane, to rue, “We used to be the ‘mahalon ki zeenat’ (pride of the palaces) in Mughal times and the Maratha durbars had a place for us, but now we are left behind.” A survey of the National Human Rights Commission has established that 92% of the transgender community are economically marginalised. They rely on begging and sex work, and frequently face discrimination, even violence. A full 98% of transgender persons live apart from their families, so have for support their chosen gurus (‘the person your heart goes out to’, as Tamanna described the relationship) and their peers. This gives them a sense of community, but also sharpens their isolation from wider society. The Hijra Habba, in that sense, is an attempt to connect the community within itself and with others. Tuesday’s event started with a flash mob by the group Harmless Hugs. Many visitors were intrigued enough to stay and listen. “I had only heard myths, or seen hijras at ceremonies like weddings or births. I was just curious,” admitted Puneet Kumar, a 24-year-old MNC executive. He clapped enthusiastically at drag queen (also Mr Gay India 2014) Rani Kohinoor’s versions of ‘Ambar sariya’ and ‘I will survive’ almost as if responding to the emcee’s exhortation: “Iss function mein taaliyon ki kami nahi honi chahiye.” The Indian state recognises gender-variant identities in public documents, and many states like Tamil Nadu have dedicated transgender welfare programmes. The Supreme Court’s groundbreaking Nalsa judgment in 2014 made a basis for self-identified gender identity — the fact that you know the gender you identify with, irrespective of medical diagnosis, and that the law must give you your full due as a citizen. A transgender rights bill is pending in Parliament. Officials from agencies like the HIV/AIDS Alliance, National AIDS Control Organisation, USAID and UNAIDS spoke of “being in this together”. Cricketer Gautam Gambhir too expressed his support, congratulating everyone on the dilution of Section 377. Activist Gauri Sawant, one of those who had moved the Supreme Court on behalf of the transgender community, spoke of giving back to society and how one could invest care and attention on others. Sawant, who works in an initiative called ‘Nani ka Ghar’ for the children of sex workers, said her own sense of family was “Mere chele mere bachche hain”. She explained, “Motherhood is a behaviour, it doesn’t mean giving birth to a baby.” An exhibition at the event introduced visitors to the transgender community, what it means to identify as a woman or man, the behaviours one learns by wearing a bindi or holding up a false moustache. It introduced people to prominent trans persons and to cultural references like Bahuchara Mata, a patron deity of the hijra community. To walk through the space is to understand what it means to be born in the way we all are but being force-fitted into a rigid gender identity."
"34","https://timesofindia.indiatimes.com/city/goa/discrimination-of-hiv-patient-ngo-files-complaint/articleshow/65599728.cms",2018-08-30,"Human touch foundation, a voluntary organisation, has complained to health minister Vishwajit Rane about the discriminatory treatment meted out to an HIV+ patient at Goa Medical College (GMC), Bambolim. The complaint states that the sign affixed to the patient’s bed displayed ‘insensitivity and stigma’ towards the patient. The letter, written by the organisation’s founder and CEO Peter Borges, states that “this is completely unbecoming, inhuman and unexpected in the healthcare setting. This will not only increase stigma and discrimination, but also deter thousands of people living with HIV from accessing treatment”. Borges said people, including those with HIV, expect from GMC healthcare services that are decent, respectful and free of prejudice and stigma. The plaint has also been sent to the project director of Goa state aids control society, GMC dean Dr Pradeep Naik, its medical superintendent, Dr Shivanand Bandekar and director of health services, Dr Sanjeev Dalvi. The complaint attached TOI’s August 29 report headlined ‘GMC reveals identity of HIV+ man, kin in trauma’. The story, which this newspaper carried on its frontpage, reported that GMC had affixed a board on the hospital bed of an HIV+ patient, thus discriminating against the patient and causing much trauma to the family."
"35","https://timesofindia.indiatimes.com/city/kolkata/man-misdiagnosed-with-hiv-sues-hospital-receives-1-lakh-in-compensation/articleshow/63601212.cms",2018-04-03,"A court in West Bengal ordered a private hospital to give a compensation of one lakh rupees to Swapan Sahu (name changed) after an error wrongfully diagnosed him with HIV. Sahu's ordeal started when he saw an advertisement in a local newspaper calling for kidney donors. Sahu decided to offer his kidney to help the man in need and contacted a local hospital in the city. Following the preliminary medical check-up, the hospital found that Sahu is “infected” with HIV. The hospital's faulty diagnosis marked a turning point in Sahu's life. His marriage broke down. His family and friends abandoned him. Heartbroken, Sahu started contemplating suicide. Not ready to give up on his life, Sahu approached a private hospital in Kolkata with the help of one of his friends. Another round of tests found Sahu to be perfectly healthy. Bewildered, Sahu sought another opinion from a hospital based in Alipore. There too the tests came out as negative. Sahu immediately approached the consumer court against the first hospital, responsible for his misdiagnoses. After hearing Sahu's case, the court ordered the hospital to give a compensation of Rs 1 lakh to Sahu. ""I want to start again. Want to live again,"" Sahu said. Read the story in Bengali"
"36","https://timesofindia.indiatimes.com/city/meerut/hiv-positive-woman-in-labour-denied-admission-at-up-govt-hospital/articleshow/65599374.cms",2018-08-30,"The district hospital in Bijnor allegedly refused to conduct caesarean section of an HIV-positive woman in labour when she was brought there on Wednesday. Despite repeated pleas to the chief medical superintendent (CMS), the woman was referred to a higher centre. After the woman was brought to the district hospital, tests indicated she was HIV-positive. After this, hospital staff allegedly refused to conduct the surgery. The woman and her family members pleaded to the staff, but they did not relent. “I am in unbearable pain. I requested the CMS to give me admission, but she refused. I am from a poor family and can’t afford expensive treatment,” said the woman, a resident of Nagina area in Bijnor, at the premises of the district hospital. She was taken to Meerut Medical College in critical condition and is still in labour at the time of filing of this report. “The woman is a native of Mumbai and married a Nagina man a few years ago. Her husband works in Delhi and they are financially deprived. The husband is not HIV-positive,” said a district hospital staff with access to the woman’s medical record. Hospital authorities on the other hand cited lack of adequate facilities as the reason for turning the woman away. CMS Dr Abha Verma said, “We have only one operation theatre and the mattress on which the operation is conducted needs to be destroyed after surgery on an AIDS patient. Besides, all surgical equipment also gets contaminated. The sterilisation process takes at least four days, which means the operation theatre needs to be shut down for that period. Our hospital has to conduct 7-8 deliveries per day. It is mandatory to carry out ceasarean section if the woman is HIV-positive. It is done for the safety of the newborn. Meerut Medical College was suitable for it, therefore we had to refer her there.”"
"37","https://timesofindia.indiatimes.com/city/goa/gmc-reveals-identity-of-hiv-man-kin-in-trauma/articleshow/65585439.cms",2018-08-28,"In a blatant violation of confidentiality over the status of an HIV positive patient, Goa Medical College on Tuesday afternoon affixed a ‘Universal Precaution’ board on the patient’s bed, causing much distress to the family besides casting stigma. The board invited curious stares and subjected the family to humiliating questions. No sooner they found out about the board, the patient’s children decided not to dare enter the ward for fear of being discriminated at the educational institutions where they study. Other members of the family were in tears trying to fend off unwanted questions. TimesViewDiscriminating against and victimising an HIV/AIDS patient is not only condemnable, it is also criminal. This single insensitive act by the state’s premier hospital will only serve to dissuade others from seeking treatment. Under the central law that provides for stiff punishment against all actions that may lead to hostility against HIV patients, both, the person who ordered the placing of the board on the patient’s bed and implementor, must be punished. Also, the state government must immediately see to it that all staffers of GMC, medical and otherwise, are apprised about the proper ethics to be followed in treating HIV patients and the consequences in case of failure to do so.“The doctors, nurses, attendants and even those who bring food and clean the patient know about the health status. It is clearly written in all the papers appended in the treatment file too. I can’t understand why this board was put,” a close relative of the patient said. “The hospital should be helping such people who may not live for long. If they did not want us here, then they should have given us a special room or sent us away,” she said. The patient has been admitted at GMC in the past but this is the first time the family says such a board was affixed. “The staff did not think about the repercussions on the family. The ward sister was actually fixing the board near the patient’s head, but later put it at the foot of the bed. Were instructions given by the doctor to put the board? When the other patients ask the nurses about the board, won’t they reveal the health status?” she asked. “Even the few people who are coming to visit the patient will stop once they come to know about the health status. Neighbours are also coming to visit and are asking about the board. It’s a big shame for us. I’m going mad,” she said. The board was removed on Tuesday evening after a non-governmental organisation, Human Touch, working to end discrimination and provide care and support to people living with HIV raised the issue with the hospital authorities. Dean of Goa Medical College Dr Pradeep Naik said circulars were issued in the past asking the staff members to avoid any such terminology. “We have given strict instructions to all wards not to engage in any discriminatory behaviour against patients. From the preliminary report which I have received, it is not clear who put up the board. I have sought a detailed report by Wednesday. We will repeat the circular that we had issued earlier. This will never happen again,” he told TOI. “Universal precautions are necessary, but should not be displayed publicly on the patient’s bed,” CEO of Human Touch Foundation Peter Borges said. “This is not an isolated case. Such incidents will lead to more stigma and discrimination for those living with HIV. Such attitude of those working in medical space is unbecoming and will create hardships for those trying to access healthcare services in public hospitals. We will never be able to end the stigma if it exists in medical settings,” Borges said."
"38","https://timesofindia.indiatimes.com/city/ahmedabad/matrimony-site-for-hiv-positive-people-launched-at-iim-a/articleshow/65494427.cms",2018-08-21,"It’s Cupid for people with HIV. A website, launched at IIM-Ahmedabad (IIM-A) by Surat-based organizations Sri Rama Krishna (SRK) Group and Gujarat Sate Network of People Living with HIV/AIDS (GSNP+), will connect persons with HIV/AIDS across the globe. An initiative of GSNP+, the website has financial support from SRK Knowledge Foundation and technical support from IIM-A. IIM-A director Errol D’Souza said the website represented a progressive step. He said that field surveys indicate that the number of people living with HIV is higher than official estimates.Daksha Patel, the founder of GSNP+, said that about 16 lakh people live with HIV in India. “In Gujarat, 68,000 persons regularly visit ART (antiretroviral therapy) centres,” she said. “The actual number — including those taking treatment at private centres —might be higher. With the rise in longevity thanks to modern treatment, there has been an increase in demand for matrimony services. However, this matrimony service works way differently from the standard ones.” GSNP has so far organised six major meetings for prospective brides and grooms living with HIV and has been instrumental in 245 weddings in about a decade. The registered members for matrimony are about 1,900. Onerous challenges face patientsIt was Rasik Bhuva’s case that became instrumental in starting the matrimony service and eventually the website for GSNP+. “I was diagnosed with HIV soon after my engagement. I was quick to break the relationship off citing health issues,” said Bhuva. “When I started counselling HIV patients, I met a girl from Navsari and we tied the knot.” He admitted that even today many prefer not to disclose their positive status to their close family members. “We have made it a norm to at least involve one senior family member from both sides to avoid any trouble later,” he said. “The problem is more acute in rural areas where we go to the patient’s home as bank or government officials to administer medicines.”"
"39","https://timesofindia.indiatimes.com/city/guwahati/experts-to-spread-hiv-awareness/articleshow/65865674.cms",2018-09-19,"The state government is roping in experts from the health and education department to make youths aware of responsible and safe sexual behaviour to check the spread of HIV. India HIV Estimations 2017 show a significant rise in the number of cases in the region in recent years. The government initiative, under the Adolescence Education Programme (AEP), is expected to address this burning issue. The study report- released by the National AIDS Control Organisation (NACO) on Friday-stated Mizoram, with at 2.04% cases, had the highest number of adult HIV cases in the country followed by Manipur at 1.43% and Nagaland at 1.15%. According to the report, new infections in Assam have increased by 37%, while new infections have declined nationally between 2010 and 2017. Among the northeastern states, new infections in 2017 in Arunachal Pradesh increased by 65%, in Assam by 37%, Mizoram by 18% and Meghalaya by 10%. Project director of Assam State AIDS Control Society (ASACS), Anurag Goel, said every selected school should have a male and female teacher for the implementation of the programme. The Centre had launched the initiative in 2005. ""It is our prime responsibility to teach our youth the importance of safe behaviour,"" he said."
"40","https://timesofindia.indiatimes.com/city/mumbai/relief-for-hiv-patients-they-can-now-take-home-3-months-drugs/articleshow/65315447.cms",2018-08-08,"For people living with HIV, receiving medicines is as much of a challenge as keeping the virus in check. Every once a month, the person must seek leave from the workplace, arrive early in the morning to a hospital, beat the crowds and queue up for hours to collect the antiretroviral medicines. For a section of people living with HIV, this situation will soon change. In a first, the National Aids Control Organisation (NACO) has decided to give patients the medicine stock for 90-days at a time. Currently, most patients are handed stocks for a month, and in rare instances, for two months. People living with HIV have long wanted this option, which has been tried with success in several African countries. Termed as Differentiated Service Delivery Model (DSDM), it has already been rolled out at ten centres across the country, including KEM Hospital in Parel. Patients, though, will have to meet several criteria to be eligible for DSDM. “Primarily, it will be given to those who have been on treatment for at least a year and have 95% adherence rate. The individual has to be clinically fit and free of any side-effects and opportunistic infections (such as tuberculosis) at the time of enrolment,” said Dr RS Gupta, deputy director, NACO. “Besides making it easier for patients, it will also help to decongest the ART centres,” he added. At KEM, over 500 patients have already been identified and enrolled into the programme. The Parel hospital caters to over 1500 people living with HIV. “Patients often have problems seeking frequent leaves from their workplace. This initiative will save them repeated visits only for drug refill. It will also save travel costs,” said Dr Srikala Acharya, assistant project director at the Mumbai District Aids Control Society (MDACS). She added that only patients on the first line of treatment and CD4 count (a vital parameter) of more than 500 will be considered for DSDM. Besides Mumbai’s KEM, centres at Ahmedabad, Hyderabad, Kolkata, and Benaras, and designated hospitals in Manipur, Bhagalpur and Raipur are rolling out the initiative. Talking to TOI, a person living with HIV hailed the model and said it was long-awaited and will go a long way in making life easy for patients. “Most HIV-affected people continue to live in anonymity. It, therefore, becomes difficult to explain in offices why one needs to leave every month on fixed days,” said the 42-year-old central Mumbai resident. Members of the civil society too have welcomed the decision but cautioned that support systems have to be strengthened for the model to succeed. “It’s a great initiative particularly for patients who have to visit resource-strapped health facilities. In Mumbai, 17 ART centres cater to nearly 35000 patients. Decongestion of these centres will allow counsellors to spend more time with patients,” said HIV activist Ganesh Acharya. However, he said for DSDM to succeed, counselling facilities must be enhanced. Echoing the same, Sachin Awasthi from Vihaan, a patients’ group that works towards improving adherence, said that the monthly meeting with counsellors and caregivers play an important role. “We have to ensure that patients don’t start taking their regimes casually,” he said."
"41","https://timesofindia.indiatimes.com/city/thiruvananthapuram/mixed-response-to-anti-trafficking-bill/articleshow/65254424.cms",2018-08-03,"The anti-trafficking bill (2018), which was passed by Lok Sabha, has triggered a debate in state. Some raised objections against its provisions saying that it was not survivor-centric, while others claimed that it was quite comprehensive. “The bill creates a new offence known as ‘aggravated trafficking’, which attracts 10 years in prison that may extend to life imprisonment. This is in addition to the existing definition of trafficking under IPC Section 370. However, the logical fallacy of this gradation is evident when it lists trafficking (for begging) as an ‘aggravated offence’, whereas trafficking for sexual exploitation is a general offence. We need a legislation that harmonizes various provisions to end trafficking,” said MP Shashi Tharoor. He added Centre had promised a comprehensive legislation before the Supreme Court in 2015 in the Prajwala case. “The bill only adds to the existing, overlapping cocktail of laws. Through the creation of 10 antitrafficking bodies, it will create more confusion in enforcing laws,” said the MP. He added that Clause 16 of the bill – which allows medical examination of survivors – fails to mention that consent of survivors will be taken as and when practicable. This is relevant as there might be people with HIV/ AIDS among survivors and there have been instances where their medical results have been shared with courts without consent. Courts have unfortunately ruled that such persons must remain in rehab homes as their families are unable to take care of them, he said. Activist Sunitha Krishnan – who took efforts to create the bill’s initial draft – said: “Of the 14 chapters in the bill, six focuses on survivors – including their rescue, protection, compensation, relief and rehab. It is the most survivor-centric and gender-neutral bill focused on ending trafficking,” she said. Former member of Kerala State Commission for Protection of Child Rights advocate J Sandhya said the bill seeks multiple level systems (national, state, district and local) to prevent trafficking. If more committees are involved, it would be less effective in checking crime. “On the compensation fund, it seems to be creating another parallel programme. No funds are offered in the existing compensation fund. Sexual violence and protection of survivors must be handled in totality,” she said. Tharoor added that a sum of Rs 10 crore will be allotted by the Centre to the rehab fund whereas the present central government has spent Rs 4,343 crore on publicity since May 2014. This is a bill drafted by the bureaucracy for the bureaucracy, he said."
"42","https://timesofindia.indiatimes.com/city/chennai/hiv-ve-woman-lodges-plaint-against-kmch/articleshow/67305888.cms",2018-12-30,"A woman from Mangadu on Saturday lodged a complaint at the city police commissionerate against the staff of Kilpauk Medical College and Hospital staff for allegedly transfusing HIV-infected blood to her. On Friday, the woman met media persons and claimed that she learnt she was pregnant in December 2017. She was initially getting treatment at a primary health centre in Mangadu and subsequently, got blood tests, including that for HIV, done at a private hospital and the results showed that she was HIV negative. Her haemoglobin count, however, was found to be low and she was referred by the PHC to undergo blood transfusion at KMCH, she said. The woman underwent treatment at the hospital for around ten days and was discharged once haemoglobin levels improved. A few months later, she went for check up at KMCH and was found to be HIV positive, she said. The woman has alleged that she got the HIV infection after undergoing blood transfusion at KMCH and has accused the hospital’s negligence for her plight. The woman and her husband are vegetable vendors. The couple levelled allegations against the staff at the KMCH. “We are sure that we contracted the virus from the hospital, since we have results from an earlier test that show my wife didn’t have the infection,” the woman’s husband said. When we questioned KMCH staff after she tested positive post transfusion, they told there was not much that could be done now since she has contracted the infection. They argued that they were not responsible for her condition. Some of the staff members even told us that we won’t be able to fight the case in court since we did not have the monetary backing to do so,” he added. The woman who gave birth to a boy on September 15, said she was administered two units of blood at KMCH in April. The KMCH authorities said there seemed to have been some irregularities with the initial HIV screening done at private labs. They refused to speculate how the woman may have contracted the virus, but insisted that it did not happen at KMCH. Director of medical education Dr A Edwin Joe on Friday said the blood samples administered to the woman tested safe."
"43","https://timesofindia.indiatimes.com/city/madurai/hiv-infected-woman-given-3-cents-of-land/articleshow/67305841.cms",2018-12-29,"Virudhunagar collector A Sivagnanam visited the pregnant woman, who was infected with HIV after blood transfusion, admitted at the Government Rajaji Hospital on Saturday and handed over a housing patta as part of welfare measures assured to her by the government. The eight-month pregnant woman was infected when she was admitted at the Sattur Government Hospital in Virudhunagar district on December 3. As the woman and her husband refused to undergo further treatment in Virudhunagar, she was moved to the Government Rajaji Hospital in Madurai. On Saturday, Virudhunagar collector visited the woman at the hospital and enquired about her health and assured her of the best treatment. The collector also handed over a patta for three cents of land near Sattur and a cheque for Rs 2 lakh to them. Meanwhile, during the first day of PMK’s executive committee meeting, which was held on Saturday in a marriage hall at Uppilipalayam near Singanallur in Coimbatore, youth wing president Anbumani Ramdoss said that Tamil Nadu health minister Vijayabaskar and health department officials should resign immediately as the department failed to protect two women from HIV infections through blood transfusions. Ramadoss said that during blood donations, HIV and Hepatitis tests should be done by the blood banks. But the HIV infected blood was transfused to two women in the state and it is a very big mistake by the health department, he added. Families of the victims were in a shock, he said. Tamil Nadu health department should take the responsibility and the health minister Vijayabaskar and health department officials should resign from their posts immediately."
