word,tf_idf
department officials,0.2197647544527772
global youth,0.21821284461430807
youth network,0.21821284461430807
90 90,0.2178354413344796
shelter home,0.21666947622104796
district counselling,0.2164624515817162
people aware,0.2164624515817162
suo motu,0.21426436852571762
counselling centre,0.21403028920439354
husband mane,0.21393416138657653
infected needle,0.21393416138657653
wakad police,0.21393416138657653
woman stated,0.21393416138657653
essential medicines,0.21393416138657653
medical devices,0.21393416138657653
national list,0.21393416138657653
pregnant woman,0.21374577978846138
anti cancer,0.21185713069350295
indian companies,0.21185713069350295
positive children,0.2109924733548666
nutritional support,0.20982004289837317
pgi doctors,0.20982004289837317
district legal,0.20982004289837317
legal advice,0.20982004289837317
legal service,0.20982004289837317
service authority,0.20982004289837317
bihar bengal,0.20982004289837317
communicable diseases,0.20982004289837317
east asia,0.20982004289837317
health achievements,0.20982004289837317
south east,0.20982004289837317
sri lanka,0.20982004289837317
thailand elimination,0.20982004289837317
leader anbumani,0.20982004289837317
mistake tamil,0.20982004289837317
pmk leader,0.20982004289837317
saturday demanded,0.20982004289837317
terrible mistake,0.20982004289837317
nhp 2018,0.20746232508045673
nhp 2018,0.20746232508045673
suo motu,0.20746232508045673
personal information,0.2070510406433807
viral hepatitis,0.20689966546971922
1.57 tested,0.20586117416444158
11 milk,0.20586117416444158
"16,578 women",0.20586117416444158
aanchal mothers,0.20586117416444158
banks rajasthan,0.20586117416444158
deadly hiv,0.20586117416444158
devendra agarwal,0.20586117416444158
distributing milk,0.20586117416444158
donated milk,0.20586117416444158
donation banks,0.20586117416444158
established 11,0.20586117416444158
government's aanchal,0.20586117416444158
guru devendra,0.20586117416444158
hiv experts,0.20586117416444158
milk donation,0.20586117416444158
mothers milk,0.20586117416444158
unknowingly passed,0.20586117416444158
yog guru,0.20586117416444158
foundation india,0.20586117416444158
india trust,0.20586117416444158
art centre,0.20478873229907787
geriatric patients,0.2045745418259138
chandni chowk,0.20393723795729723
rajasthan police,0.20393723795729723
2.5 lakh,0.20345133771189056
2.7 lakh,0.20345133771189056
2017 india,0.20345133771189056
21.4 lakh,0.20345133771189056
3.3 lakh,0.20345133771189056
ap 2.7,0.20345133771189056
estimated 21.4,0.20345133771189056
hiv maharashtra,0.20345133771189056
including assam,0.20345133771189056
karnataka 2.5,0.20345133771189056
2.5 lakh,0.20345133771189056
2.7 lakh,0.20345133771189056
2017 india,0.20345133771189056
21.4 lakh,0.20345133771189056
3.3 lakh,0.20345133771189056
ap 2.7,0.20345133771189056
estimated 21.4,0.20345133771189056
hiv maharashtra,0.20345133771189056
including assam,0.20345133771189056
karnataka 2.5,0.20345133771189056
2.5 lakh,0.20345133771189056
2.7 lakh,0.20345133771189056
2017 india,0.20345133771189056
21.4 lakh,0.20345133771189056
3.3 lakh,0.20345133771189056
ap 2.7,0.20345133771189056
estimated 21.4,0.20345133771189056
hiv maharashtra,0.20345133771189056
including assam,0.20345133771189056
karnataka 2.5,0.20345133771189056
2.5 lakh,0.20345133771189056
2.7 lakh,0.20345133771189056
2017 india,0.20345133771189056
21.4 lakh,0.20345133771189056
3.3 lakh,0.20345133771189056
ap 2.7,0.20345133771189056
estimated 21.4,0.20345133771189056
hiv maharashtra,0.20345133771189056
including assam,0.20345133771189056
karnataka 2.5,0.20345133771189056
de addiction,0.20302377491005552
focused efforts,0.202645699353096
pregnant woman,0.20249600190485814
suspected drug,0.2020489301984334
elante mall,0.2020489301984334
allegedly refused,0.2020489301984334
meerut medical,0.2020489301984334
operation theatre,0.2020489301984334
aids patients,0.201653843574151
hiv prevalence,0.20129459594118934
window period,0.20121861696328547
life skills,0.20121861696328547
dr fettle,0.19958491885455004
collector visited,0.1984239139499065
housing patta,0.1984239139499065
measures assured,0.1984239139499065
month pregnant,0.1984239139499065
saturday virudhunagar,0.1984239139499065
sivagnanam visited,0.1984239139499065
challenged women,0.1983753132857346
physical torture,0.1983753132857346
women’s commission,0.1983753132857346
social organisations,0.1983753132857346
ramanathapuram district,0.19803221939498145
pain relievers,0.1971802812779892
supreme court,0.1970460013977285
mobile van,0.19483289697706077
mohan foundation,0.19483289697706077
kollidam river,0.19483289697706077
conduct hiv,0.19483289697706077
fire mishap,0.19483289697706077
addicts sex,0.19483289697706077
aggressive campaign,0.19483289697706077
contracting aids,0.19483289697706077
deadly disease,0.19483289697706077
disease psychological,0.19483289697706077
drivers drug,0.19483289697706077
includes truck,0.19483289697706077
lives dealing,0.19483289697706077
lot remains,0.19483289697706077
people integrated,0.19483289697706077
psychological treatment,0.19483289697706077
sanjay chopra,0.19483289697706077
spend rest,0.19483289697706077
department refuted,0.19483289697706077
government hospital’s,0.19483289697706077
hospital’s blood,0.19483289697706077
mecheri primary,0.19483289697706077
mettur government,0.19483289697706077
omalur government,0.19483289697706077
result confirmed,0.19483289697706077
salem district,0.19483289697706077
wrong speaking,0.19483289697706077
allegedly indulging,0.19483289697706077
allegedly participated,0.19483289697706077
bailable police,0.19483289697706077
city outskirts,0.19483289697706077
cyberabad police,0.19483289697706077
immoral activities,0.19483289697706077
kasturiba women,0.19483289697706077
limits cyberabad,0.19483289697706077
naveen reddy,0.19483289697706077
police press,0.19483289697706077
relevant sections,0.19483289697706077
rescue home,0.19483289697706077
saturday arrested,0.19483289697706077
shameerpet inspector,0.19483289697706077
shameerpet police,0.19483289697706077
station limits,0.19483289697706077
testing kit,0.19483289697706077
women rescue,0.19483289697706077
post mortem,0.19437444631827575
transgender people,0.1928190340068235
hiv testing,0.19269145052641096
addiction centre,0.19229416014618006
assam mizoram,0.19229416014618006
assam mizoram,0.19229416014618006
assam mizoram,0.19229416014618006
assam mizoram,0.19229416014618006
44 units,0.19220774235395258
44 units,0.19220774235395258
sexually assaulted,0.1914147759774632
trial court’s,0.1914147759774632
sion hospital,0.19048695739191027
medical cards,0.1903018993729431
st mary’s,0.1903018993729431
people living,0.1899973053868288
transgender people,0.18949456790325755
health officials,0.18942212289954746
sanjeev kumar,0.18811452121923108
singh kinda,0.18811452121923108
army firing,0.18811452121923108
danger zones,0.18811452121923108
firing range,0.18811452121923108
abuse tips,0.18811452121923108
care prevention,0.18811452121923108
chandigarh midtown,0.18811452121923108
educate students,0.18811452121923108
education launched,0.18811452121923108
encompass issues,0.18811452121923108
hygiene menstruation,0.18811452121923108
ima's mission,0.18811452121923108
indian council,0.18811452121923108
life skill,0.18811452121923108
menstruation reproductive,0.18811452121923108
midtown indian,0.18811452121923108
organisations including,0.18811452121923108
personal hygiene,0.18811452121923108
sex prevention,0.18811452121923108
skill education,0.18811452121923108
welfare ima's,0.18811452121923108
wheel club,0.18811452121923108
aged 15,0.18811452121923108
ago owing,0.18811452121923108
allegedly killed,0.18811452121923108
attempting suicide,0.18811452121923108
daughter died,0.18811452121923108
daughters aged,0.18811452121923108
district sunday,0.18811452121923108
erode tn,0.18811452121923108
hospital sikkaran,0.18811452121923108
life police,0.18811452121923108
lying conscious,0.18811452121923108
neighbours informed,0.18811452121923108
sunday police,0.18811452121923108
wage worker,0.18811452121923108
rs 500,0.18798055005780617
chinna sengulam,0.1867519190116767
chinna sengulam,0.1867519190116767
tests conducted,0.18597685620537618
sattur gh,0.18553924421289958
street play,0.18495576155626414
bio medical,0.18492613950365092
board pcb,0.18492613950365092
healthcare centres,0.18492613950365092
medical waste,0.18492613950365092
waste handlers,0.18492613950365092
found suffering,0.18492613950365092
ost centre,0.18492613950365092
blood bank,0.18462368648465155
blood bank,0.18462368648465155
health status,0.18388722860756299
nevirapine syrups,0.18388722860756299
transgender people,0.18317808230648233
positive status,0.18317808230648233
adult hiv,0.18316053595375986
hepatitis test,0.18316053595375986
posts immediately,0.18316053595375986
transfusions ramadoss,0.18316053595375986
pregnant mothers,0.18184403717859005
social movement,0.18184403717859005
infected blood,0.1817302415753505
alcohol consumption,0.18152953444539965
husband refused,0.18152953444539965
welfare measures,0.18152953444539965
eliminate tb,0.1798457510557484
motu cognizance,0.179704676784821
infected syringes,0.179704676784821
naz foundation,0.179704676784821
sattur gh,0.179704676784821
msm community,0.17886298738877712
illegal hoardings,0.17886298738877712
metal frame,0.17886298738877712
railway land,0.17886298738877712
medical examination,0.17858152255491586
supreme court,0.17845675598284844
chandigarh network,0.17782485006896293
blood bank,0.17753712074079622
hospital staff,0.1763768123999169
capita consumption,0.17597810049540974
women suffering,0.17597810049540974
ganeshotsav event,0.17597810049540974
special ganeshotsav,0.17597810049540974
gobind singh,0.17597810049540974
guru gobind,0.17597810049540974
holistic care,0.17597810049540974
provide holistic,0.17597810049540974
singh hospital,0.17597810049540974
de addiction,0.17547054831511943
report released,0.17547054831511943
report released,0.17547054831511943
report released,0.17547054831511943
report released,0.17547054831511943
tamil nadu,0.175174406539212
district civil,0.17422587566333253
closed settings,0.17422587566333253
dr vasanthamani,0.17410599304333088
hiv infections,0.17359565058524226
government hospital,0.17321048181716273
july 14,0.17316996126537296
pgims rohtak,0.17316996126537296
zika infection,0.1722732983797169
sex partners,0.17197534842195755
gates foundation,0.17152396955470833
hiv virus,0.17147876515902535
matrimony service,0.17047878485492818
25 2014,0.17047878485492818
approached police,0.17047878485492818
complaint arrested,0.17047878485492818
convict raped,0.17047878485492818
convict slapped,0.17047878485492818
court convicted,0.17047878485492818
digant tewar,0.17047878485492818
girl public,0.17047878485492818
girl told,0.17047878485492818
local court,0.17047878485492818
minor girl,0.17047878485492818
november 25,0.17047878485492818
patient fortunately,0.17047878485492818
prosecutor digant,0.17047878485492818
public prosecutor,0.17047878485492818
rape survivor’s,0.17047878485492818
related job,0.17047878485492818
sell textile,0.17047878485492818
started raping,0.17047878485492818
survivor’s mother,0.17047878485492818
textile products,0.17047878485492818
textile related,0.17047878485492818
himachal pradesh,0.17007764052849128
himachal pradesh,0.17007764052849128
truck drivers,0.17007764052849128
collected blood,0.17007764052849128
sunday claimed,0.17007764052849128
found hiv,0.17007764052849128
immoral traffic,0.17007764052849128
press release,0.17007764052849128
prevention act,0.17007764052849128
traffic prevention,0.17007764052849128
11 2016,0.17007764052849128
5 2016,0.17007764052849128
accused called,0.17007764052849128
accused killed,0.17007764052849128
alleged motive,0.17007764052849128
cops earlier,0.17007764052849128
denied telling,0.17007764052849128
drastic step,0.17007764052849128
found drowned,0.17007764052849128
homicidal death,0.17007764052849128
hostile police,0.17007764052849128
july 11,0.17007764052849128
july 5,0.17007764052849128
minor son,0.17007764052849128
motive convincing,0.17007764052849128
police alleged,0.17007764052849128
prosecution stated,0.17007764052849128
railway tracks,0.17007764052849128
recently acquitted,0.17007764052849128
sessions court,0.17007764052849128
tracks observing,0.17007764052849128
wife daughter,0.17007764052849128
woman appproached,0.17007764052849128
woman denied,0.17007764052849128
11 2016,0.17007764052849128
5 2016,0.17007764052849128
accused called,0.17007764052849128
accused killed,0.17007764052849128
alleged motive,0.17007764052849128
cops earlier,0.17007764052849128
denied telling,0.17007764052849128
drastic step,0.17007764052849128
found drowned,0.17007764052849128
homicidal death,0.17007764052849128
hostile police,0.17007764052849128
july 11,0.17007764052849128
july 5,0.17007764052849128
minor son,0.17007764052849128
motive convincing,0.17007764052849128
police alleged,0.17007764052849128
prosecution stated,0.17007764052849128
railway tracks,0.17007764052849128
recently acquitted,0.17007764052849128
sessions court,0.17007764052849128
tracks observing,0.17007764052849128
wife daughter,0.17007764052849128
woman appproached,0.17007764052849128
woman denied,0.17007764052849128
2 lakh,0.16954278142657545
immune system,0.16908746059059906
private sector,0.16904981111752093
lakh people,0.1687939786838933
lakh people,0.1687939786838933
lakh people,0.1687939786838933
lakh people,0.1687939786838933
viral hepatitis,0.16814160141478557
human trafficking,0.16785603431869853
anbumani ramdoss,0.16756572410344583
blood donations,0.16756572410344583
sexual contact,0.16709382227360547
november 30,0.16593347486124504
drinking water,0.16544463898821235
aids society,0.16531276107144552
build infrastructure,0.16531276107144552
care health,0.16531276107144552
control aids,0.16531276107144552
d’sa project,0.16531276107144552
friday rane,0.16531276107144552
goa control,0.16531276107144552
hiv lead,0.16531276107144552
lead quality,0.16531276107144552
quality life,0.16531276107144552
12.2 degrees,0.16531276107144552
28km hr,0.16531276107144552
8.9 degrees,0.16531276107144552
bihar officials,0.16531276107144552
centre attributed,0.16531276107144552
cloudy conditions,0.16531276107144552
degrees celsius,0.16531276107144552
depression hitting,0.16531276107144552
drop slightly,0.16531276107144552
expected plunge,0.16531276107144552
hitting north,0.16531276107144552
lowest minimum,0.16531276107144552
met officials,0.16531276107144552
night temperature,0.16531276107144552
north tamil,0.16531276107144552
pradesh affects,0.16531276107144552
south andhra,0.16531276107144552
started blowing,0.16531276107144552
westerly wind,0.16531276107144552
westerly winds,0.16531276107144552
wind started,0.16531276107144552
winds westerly,0.16531276107144552
health minister,0.16516410045120938
sexual intercourse,0.16496054409072208
hiv infection,0.1646480089305745
media reports,0.16440410666753175
suo motu,0.16440410666753175
drug resistance,0.16440410666753175
ravneet singh,0.1642128943033709
shunned drugs,0.1642128943033709
singh bittu,0.1642128943033709
welfare board,0.1642128943033709
bad touch,0.1642128943033709
mission pink,0.1642128943033709
pink health,0.1642128943033709
reproductive health,0.1642128943033709
school education,0.1642128943033709
daily wage,0.1642128943033709
hiv allegedly,0.1642128943033709
save money,0.16365963346073104
abandoned patients,0.16365963346073104
ambulance driver,0.16365963346073104
ambulance services,0.16365963346073104
chief minister,0.16334901162957413
government rajaji,0.16322841703732038
rajaji hospital,0.16322841703732038
undergoing treatment,0.16322841703732038
penetrative sexual,0.1628454064285881
illegal rehabilitation,0.1628454064285881
central government,0.16250210716578598
jail authorities,0.16234683868628713
project officer,0.16234683868628713
overdose deaths,0.16163914415874672
viscera samples,0.16163914415874672
90 90,0.16135958617368856
art centres,0.16057620877200912
patient’s bed,0.16052271690329514
health unit,0.16052271690329514
eat medicines,0.1604506210399324
medicines daily,0.1604506210399324
allegedly keeping,0.1604506210399324
andal eswari,0.1604506210399324
causing cruelty,0.1604506210399324
cheating causing,0.1604506210399324
conveniently covered,0.1604506210399324
criminal intimidation,0.1604506210399324
dig deeper,0.1604506210399324
dindigul district,0.1604506210399324
disease police,0.1604506210399324
feeling worried,0.1604506210399324
frequently feeling,0.1604506210399324
husband’s health,0.1604506210399324
including cheating,0.1604506210399324
inspector andal,0.1604506210399324
inspector told,0.1604506210399324
july police,0.1604506210399324
medicines frequently,0.1604506210399324
mentally torturing,0.1604506210399324
police inspector,0.1604506210399324
sections including,0.1604506210399324
sexual relationship,0.1604506210399324
shocked woman,0.1604506210399324
tortured mentally,0.1604506210399324
vayaloor road,0.1604506210399324
woman confronted,0.1604506210399324
woman observed,0.1604506210399324
rs 2,0.16024513345515004
government rajaji,0.1595186802864722
chandigarh administration,0.15873913115992522
awareness rally,0.15873913115992522
virudhunagar collector,0.15873913115992522
welfare board,0.15873913115992522
collecting fodder,0.1581252497205131
sugarcane field,0.1581252497205131
entire stretch,0.15736503217377987
genital hygiene,0.15736503217377987
resistant tb,0.15699474510322273
blood bank,0.1569301335119538
motu cognizance,0.15613685032123792
police commissioner,0.15613685032123792
pune police,0.15613685032123792
suspected patients,0.15586631758164862
hiv ve,0.15586631758164862
ali’s home,0.15586631758164862
saline water,0.15586631758164862
jind jail,0.15586631758164862
officer nss,0.15586631758164862
traffic police,0.15586631758164862
actors kamal,0.15586631758164862
body meeting,0.15586631758164862
department tn,0.15586631758164862
hassan rajnikanth’s,0.15586631758164862
kamal hassan,0.15586631758164862
party’s executive,0.15586631758164862
pmk youth,0.15586631758164862
rajnikanth’s entry,0.15586631758164862
saturday anbumani,0.15586631758164862
tn health,0.15586631758164862
baltimore campus,0.15586631758164862
cancer center,0.15586631758164862
cancer research,0.15586631758164862
delegation held,0.15586631758164862
dr robert,0.15586631758164862
felicitated vijayan,0.15586631758164862
health institutions,0.15586631758164862
held talks,0.15586631758164862
human virology,0.15586631758164862
identified hiv,0.15586631758164862
ihv felicitated,0.15586631758164862
initial feedback,0.15586631758164862
institutes institute,0.15586631758164862
jefferson university,0.15586631758164862
kimmel cancer,0.15586631758164862
kozhikode ihv,0.15586631758164862
renowned researcher,0.15586631758164862
reportedly positive,0.15586631758164862
research collaboration,0.15586631758164862
researcher dr,0.15586631758164862
robert gallo,0.15586631758164862
saturday ihv,0.15586631758164862
sidney kimmel,0.15586631758164862
state's successful,0.15586631758164862
successful handling,0.15586631758164862
thomas jefferson,0.15586631758164862
virology ihv,0.15586631758164862
awareness programmes,0.15559674381034255
centres ictcs,0.15559674381034255
friday night,0.15559674381034255
art treatment,0.15528828048253554
blood bags,0.15501054301858327
malaprabha canal,0.1548674450340734
advanced stage,0.15367101733401978
ahirwar added,0.15367101733401978
government releases,0.15367101733401978
statement filed,0.15367101733401978
day training,0.15367101733401978
patient’s requirement,0.15367101733401978
compensation fund,0.15367101733401978
survivor centric,0.15367101733401978
donald trump,0.15367101733401978
president donald,0.15367101733401978
drug addict,0.1525885032839179
offer space,0.15153669764882505
salt lake,0.15153669764882505
liquor ban,0.15153669764882505
revenue loss,0.15153669764882505
dispensation programme,0.15153669764882505
multi dispensation,0.15153669764882505
officials observed,0.15153669764882505
2119 inmates,0.15153669764882505
authorities conducted,0.15153669764882505
care service,0.15153669764882505
conducted screening,0.15153669764882505
headquarter rajasthan,0.15153669764882505
health authorities,0.15153669764882505
inmates living,0.15153669764882505
integral component,0.15153669764882505
officials national,0.15153669764882505
prison settings,0.15153669764882505
prisons headquarter,0.15153669764882505
providing hiv,0.15153669764882505
rajasthan prisons,0.15153669764882505
rajasthan signed,0.15153669764882505
rscacs officials,0.15153669764882505
screening confirmation,0.15153669764882505
service package,0.15153669764882505
services guidelines,0.15153669764882505
signed mou,0.15153669764882505
society rsacs,0.15153669764882505
testing services,0.15153669764882505
tuesday recently,0.15153669764882505
udaipur's prison,0.15153669764882505
undergo testing,0.15153669764882505
testing centres,0.15138684488139034
special prison,0.15118012491421448
health department,0.1506779656839401
told toi,0.1506749173521424
tamarind seeds,0.15049161697538488
house owners,0.15023133885136522
social justice,0.15023133885136522
awareness programme,0.15023133885136522
child abuse,0.15023133885136522
anthiyur government,0.15023133885136522
forest settlement,0.15023133885136522
sengulam forest,0.15023133885136522
blood banks,0.14985114077757225
related stigma,0.14946085247555346
related deaths,0.14933663686393142
civil hospital,0.14852072327848506
test positive,0.14796460924501129
andhra pradesh,0.14791858472783082
blood transfusions,0.14791858472783082
department officials,0.14791858472783082
data released,0.14744111122588383
data reveals,0.14744111122588383
risk intercourse,0.14744111122588383
12 months,0.14744111122588383
assessing stigma,0.14744111122588383
past 12,0.14744111122588383
joshi lgbtq,0.14744111122588383
bought dresses,0.14744111122588383
burst crackers,0.14744111122588383
children hailing,0.14744111122588383
children wore,0.14744111122588383
clothes burst,0.14744111122588383
crackers disbursed,0.14744111122588383
disbursed sweets,0.14744111122588383
diwali celebration,0.14744111122588383
diwali rush,0.14744111122588383
donation box,0.14744111122588383
festival lavishly,0.14744111122588383
fortnight ahead,0.14744111122588383
gift dresses,0.14744111122588383
kayalvizhi coordinator,0.14744111122588383
kishore kumar,0.14744111122588383
kumar founder,0.14744111122588383
lavishly padikattugal,0.14744111122588383
ngo padikattugal,0.14744111122588383
organised diwali,0.14744111122588383
padikattugal organised,0.14744111122588383
poor economic,0.14744111122588383
purchase clothes,0.14744111122588383
rush employees,0.14744111122588383
single parent,0.14744111122588383
software engineer,0.14744111122588383
sumptuous lunch,0.14744111122588383
volunteer ngo,0.14744111122588383
youth volunteer,0.14744111122588383
treat policy,0.1465284287630079
brain dead,0.14612467273279559
brain death,0.14612467273279559
mayo hospital,0.14612467273279559
tata trusts,0.14612467273279559
paediatric centres,0.14547522974287205
december 1,0.14532238407992182
infected people,0.14532238407992182
punjab government,0.14532238407992182
health condition,0.14532238407992182
district collector,0.14522362755631973
minister vijayabaskar,0.14522362755631973
social justice,0.14522362755631973
transgender persons,0.14522362755631973
government hospital,0.14468169657668883
government hospital,0.14468169657668883
district health,0.14468055315762282
sex workers,0.14451858789480823
aids patients,0.14451858789480823
aids patients,0.14451858789480823
aids patients,0.14451858789480823
aids patients,0.14451858789480823
pregnant woman,0.14450418915276264
madurai medical,0.14430830105447748
vomiting blood,0.14430830105447748
mental disease,0.14430830105447748
national mental,0.14430830105447748
pl sharma,0.14430830105447748
sharma district,0.14430830105447748
2018 organized,0.14430830105447748
attending positive,0.14430830105447748
dr jose,0.14430830105447748
goa government,0.14430830105447748
issue forward,0.14430830105447748
jose d’sa,0.14430830105447748
policy makers,0.14430830105447748
positive power,0.14430830105447748
power summit,0.14430830105447748
related threats,0.14430830105447748
summit 2018,0.14430830105447748
friday morning,0.14430830105447748
account details,0.14356108198309742
bank account,0.14356108198309742
nutritional aid,0.14356108198309742
treatment period,0.14356108198309742
talents rendezvous,0.14356108198309742
trans talents,0.14356108198309742
exposure drugs,0.14356108198309742
hiv community,0.14356108198309742
organizing awareness,0.14356108198309742
10 project,0.14356108198309742
37 mizoram,0.14356108198309742
adolescence education,0.14356108198309742
anurag goel,0.14356108198309742
asacs anurag,0.14356108198309742
burning issue,0.14356108198309742
declined nationally,0.14356108198309742
education programme,0.14356108198309742
estimations 2017,0.14356108198309742
female teacher,0.14356108198309742
friday stated,0.14356108198309742
hiv estimations,0.14356108198309742
pradesh increased,0.14356108198309742
prime responsibility,0.14356108198309742
programme aep,0.14356108198309742
